DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACION
UCAYALI,CORONEL PORTILLO,CALLERIA,SAN FRANCISCO DE ASIS,-8.272624,-74.483229,21,62
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO EGIPTO,-8.275408,-74.647254,14,62
UCAYALI,CORONEL PORTILLO,YARINACOCHA,DOS DE MAYO,-8.289507,-74.66188,12,61
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVA BARRANCA,-8.252607,-74.874495,16,60
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVA BELGICA,-8.246317,-74.557402,11,59
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SAN MARTIN,-8.240874,-74.527477,13,56
UCAYALI,CORONEL PORTILLO,CALLERIA,PILAR NORES,-8.3702,-74.45796,14,56
UCAYALI,CORONEL PORTILLO,MANANTAY,JUAN VELASCO,-8.456214,-74.447097,15,56
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO SAN ALEJANDRO,-8.311982,-74.572412,12,55
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,RAMAL 24 DE DICIEMBRE,-8.36816,-74.745737,12,53
UCAYALI,CORONEL PORTILLO,CALLERIA,TAHUANTINSUYO,-8.3944,-74.476255,13,52
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SANTA ISABEL,-8.318498,-74.481035,11,51
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CIUDAD DE LOS INCAS,-8.608922,-74.890693,22,51
UCAYALI,CORONEL PORTILLO,CALLERIA,MIRAFLORES,-8.445092,-74.362775,15,50
UCAYALI,CORONEL PORTILLO,YARINACOCHA,HIPOLITO UNANUE,-8.411179,-74.660808,13,50
UCAYALI,CORONEL PORTILLO,YARINACOCHA,LACRE,-8.324433,-74.673135,12,49
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO EDEN,-8.182635,-74.716138,10,48
UCAYALI,CORONEL PORTILLO,YARINACOCHA,JUAN LUIS ECHEGARAY,-8.189596,-74.737087,11,47
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVO SAN JUAN DE SHESHEA,-8.313365,-74.93489,14,46
UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA ROSA DE PUCALLPA,-8.319858,-74.534581,8,45
UCAYALI,CORONEL PORTILLO,YARINACOCHA,VENADO,-8.220021,-74.744013,13,44
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LAS PALMERAS DEL UCAYALI,-8.578905,-74.875322,13,43
UCAYALI,PADRE ABAD,CURIMANA,NUEVO PORVENIR,-8.367683,-75.082978,9,43
UCAYALI,CORONEL PORTILLO,YARINACOCHA,SANTA ISABEL DE CASHIBO,-8.373521,-74.686807,12,42
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVE DE FEBRERO,-8.324285,-74.812383,10,42
UCAYALI,CORONEL PORTILLO,YARINACOCHA,LAS AMERICAS,-8.296852,-74.738409,15,41
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,ESPINAR (ESPINAL),-7.999568,-74.712035,13,40
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SANTA ROSA DE CAPSINAY,-8.429682,-74.397525,10,37
UCAYALI,CORONEL PORTILLO,CALLERIA,CHANCAY,-8.258693,-74.510605,12,36
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,CEDRO ISLA,-8.306628,-74.916128,14,35
UCAYALI,CORONEL PORTILLO,MASISEA,JUVENTUD SAN RAFAEL,-8.447887,-74.255773,7,33
UCAYALI,CORONEL PORTILLO,CALLERIA,ALVA CASTRO,-8.438132,-74.308263,10,32
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LA UNION,-8.459305,-74.70883,8,31
UCAYALI,CORONEL PORTILLO,YARINACOCHA,FAIENAP,-8.412332,-74.663292,7,31
UCAYALI,CORONEL PORTILLO,YARINACOCHA,SEÑOR DE LOS MILAGROS,-8.208012,-74.654228,8,31
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NUEVO PRIMAVERA,-8.348048,-74.655062,10,29
UCAYALI,CORONEL PORTILLO,YARINACOCHA,PORVENIR DE YARINACOCHA,-8.289895,-74.561047,6,28
UCAYALI,CORONEL PORTILLO,MANANTAY,SAGRADO CORAZON DE JESUS,-8.458372,-74.504603,7,28
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO HORIZONTE DE MOHENA,-8.461178,-74.305128,7,27
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MIGUEL GRAU,-8.325782,-74.762608,8,27
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,PALMERAS DE ZAPOTILLO,-8.261825,-74.803078,11,27
UCAYALI,CORONEL PORTILLO,CALLERIA,VISTA ALEGRE,-8.344626,-74.529135,10,26
UCAYALI,CORONEL PORTILLO,MANANTAY,EL NARANJAL,-8.719807,-74.469677,16,26
UCAYALI,CORONEL PORTILLO,CALLERIA,ISLA PROGRESO,-8.330572,-74.496663,7,24
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MIRAFLORES,-8.169188,-74.842395,10,23
UCAYALI,CORONEL PORTILLO,CALLERIA,TRES UNIDOS,-8.297788,-74.497983,7,22
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVA ALIANZA,-8.441515,-74.341892,11,21
UCAYALI,CORONEL PORTILLO,YARINACOCHA,SAN LORENZO,-8.348447,-74.604614,6,19
UCAYALI,CORONEL PORTILLO,YARINACOCHA,SAN PEDRO DE BELLO HORIZONTE,-8.124774,-74.644178,6,19
UCAYALI,CORONEL PORTILLO,CALLERIA,EL MANGUAL,-8.310705,-74.530797,7,17
UCAYALI,CORONEL PORTILLO,IPARIA,NUEVA UNION,-9.417315,-74.255852,5,17
UCAYALI,CORONEL PORTILLO,YARINACOCHA,MISION SAM,-8.353948,-74.660035,5,16
UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA ROSA DE CAPSINAY,-8.446264,-74.388472,5,11
UCAYALI,CORONEL PORTILLO,MANANTAY,MIGUEL GRAU,-8.457362,-74.474347,4,11
UCAYALI,CORONEL PORTILLO,YARINACOCHA,AGRICOLA EL SOL,-8.235062,-74.778581,4,8
UCAYALI,CORONEL PORTILLO,YARINACOCHA,SOLEDAD,-8.25222,-74.567769,3,6
UCAYALI,CORONEL PORTILLO,CALLERIA,MI PERU,-8.348367,-74.512387,1,5
UCAYALI,CORONEL PORTILLO,CALLERIA,SANTA CLOTILDE,-8.29292,-74.514832,1,3
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO PARAISO DE MASHANGAY,-8.40898,-74.389973,1,3
UCAYALI,CORONEL PORTILLO,YARINACOCHA,LOS ANGELES,-8.262955,-74.575865,2,3
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVO UNION DE JUANTIA TIPISHCA,-8.25023,-74.83138,2,2
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVO SAN ANTONIO,-8.169748,-74.609908,1,1
UCAYALI,CORONEL PORTILLO,CALLERIA,NUEVA FORTUNA,-8.487642,-74.389792,1,1
UCAYALI,CORONEL PORTILLO,MASISEA,MONTE DE LOS OLIVOS,-8.551195,-74.349328,1,1
UCAYALI,CORONEL PORTILLO,MANANTAY,NUEVO ORIENTE DE CHAMAJAO,-8.47671,-74.488577,0,0
